link,status.detailed,status.general,journal,year
http://pibase.janelia.org,good,good,PLoS_Comput_Biol,2010
https://github.com/i-git/FIMTrack,redirected,good,PLoS_Comput_Biol,2017
http://miRTarBase.mbc.nctu.edu.tw/,redirected,good,Nucleic_Acids_Res,2011
http://research.ics.aalto.fi/csb/software/,redirected,good,Bioinformatics,2014
http://function.princeton.edu/bioweaver/,broken,broken,PLoS_Comput_Biol,2010
http://dbPTM.mbc.nctu.edu.tw/,good,good,Nucleic_Acids_Res,2016
http://www2.warwick.ac.uk/fac/sci/systemsbiology/research/software,redirected,good,Bioinformatics,2014
http://genome.duke.edu/labs/gordan/ISMB2013,redirected,good,Bioinformatics,2013
http://exolocator.eopsf.org,good,good,Nucleic_Acids_Res,2014
http://e1ds.csbb.ntu.edu.tw/,good,good,Nucleic_Acids_Res,2008
www.informatics.jax.org,timeout,timeout,Nucleic_Acids_Res,2011
http://www.codesolorzano.com/celltrackingchallenge,redirected,good,Bioinformatics,2014
http://strubiol.icr.ac.uk/extra/mokca,redirected,good,Nucleic_Acids_Res,2009
http://arabidopsis.med.ohio-state.edu/,redirected,good,Nucleic_Acids_Res,2011
http://www2.docm.mmu.ac.uk/STAFF/L.Han/geneannotation/,broken,broken,Bioinformatics,2011
http://www.cmbi.ru.nl/GeneSeeker/,good,good,Nucleic_Acids_Res,2005
https://github.com/dvav/eQTLseq,redirected,good,Bioinformatics,2017
https://github.com/tkonopka/GeneticThesaurus,redirected,good,Bioinformatics,2016
http://biocomputing.it/pigspro,redirected,good,Nucleic_Acids_Res,2017
http://www.atgc-montpellier.fr/ngs/,good,good,BMC_Bioinformatics,2011
http://solgenomics.net,redirected,good,Nucleic_Acids_Res,2015
http://bioinformatics.pbcbasc.latrobe.edu.au,timeout,timeout,Nucleic_Acids_Res,2007
www.ncrnalab.dk/mirdentify,timeout,timeout,Nucleic_Acids_Res,2014
http://dm.postech.ac.kr/refmed,redirected,good,BMC_Bioinformatics,2010
http://mech.ctb.pku.edu.cn/CFT073/,timeout,timeout,BMC_Genomics,2009
http://www.sanger.ac.uk/resources/software/peer/,redirected,good,PLoS_Comput_Biol,2010
http://genetics.cs.ucla.edu/crypto/,good,good,Bioinformatics,2014
http://pallab.serc.iisc.ernet.in/prune,redirected,good,Nucleic_Acids_Res,2011
http://useq.sourceforge.net/,good,good,BMC_Bioinformatics,2008
http://urgi.versailles.inra.fr/OryzaTagLine,redirected,good,Nucleic_Acids_Res,2008
http://bioalgorithm.life.nctu.edu.tw/SARSA/,timeout,timeout,Nucleic_Acids_Res,2008
http://bioinformatics.oxfordjournals.org/content/early/2012/01/10/bioinformatics.bts015.abstract,redirected,good,Bioinformatics,2012
http://bioinformatics.hitsz.edu.cn/DistanceSVM/index.jsp,good,good,BMC_Bioinformatics,2014
http://cbio.ensmp.fr/~yyamanishi/l1binary/,redirected,good,Bioinformatics,2012
http://brak.sdsc.edu/pub/BiologicalNetworks,broken,broken,Nucleic_Acids_Res,2006
http://wiki.c2b2.columbia.edu/honiglab_public/index.php/Software:PredUs,redirected,good,Nucleic_Acids_Res,2011
https://www.ebi.ac.uk/chembl/ftc,redirected,good,Bioinformatics,2014
http://biodev.hgen.pitt.edu/Footer/,good,good,Nucleic_Acids_Res,2005
larva.gersteinlab.org,timeout,timeout,Nucleic_Acids_Res,2015
http://exac.broadinstitute.org,good,good,Nucleic_Acids_Res,2017
www.generationcp.org,good,good,Nucleic_Acids_Res,2008
https://github.com/PRIDE-Utilities/ms-data-core-api,redirected,good,Bioinformatics,2015
http://sride.enzim.hu,good,good,Nucleic_Acids_Res,2005
http://hobit.sourceforge.net/,good,good,Nucleic_Acids_Res,2006
http://imods.chaconlab.org,good,good,Nucleic_Acids_Res,2014
https://www.ebi.ac.uk/metagenomics/,redirected,good,Nucleic_Acids_Res,2016
http://bbcftools.epfl.ch/getprime,good,good,Nucleic_Acids_Res,2017
http://mtmanager.yonsei.ac.kr,good,good,BMC_Bioinformatics,2008
http://www.targetspy.org,timeout,timeout,BMC_Bioinformatics,2010
http://www.jiffynet.org,good,good,Nucleic_Acids_Res,2013
http://toolkit.tuebingen.mpg.de/hhpred,redirected,good,PLoS_Comput_Biol,2015
http://code.google.com/p/bsmap/,broken,broken,BMC_Bioinformatics,2009
http://cpi.bio-x.cn/drar/,redirected,good,Nucleic_Acids_Res,2011
http://bioinfo-pharma.u-strasbg.fr/scPDB/,good,good,Nucleic_Acids_Res,2015
http://pharmspresso.stanford.edu,timeout,timeout,BMC_Bioinformatics,2009
http://mscanner.stanford.edu,timeout,timeout,BMC_Bioinformatics,2008
http://www.imtech.res.in/raghava/icaars/,redirected,good,BMC_Genomics,2010
http://genepi-conan.i-med.ac.at,good,good,BMC_Bioinformatics,2010
http://virus.zoo.ox.ac.uk/rnavirusdb,timeout,timeout,Nucleic_Acids_Res,2009
http://mistic.iric.ca,good,good,Nucleic_Acids_Res,2017
http://www.phyloxml.org,good,good,BMC_Bioinformatics,2009
http://rloop.bii.a-star.edu.sg/,good,good,Nucleic_Acids_Res,2012
http://rgd.mcw.edu,good,good,Nucleic_Acids_Res,2009
http://bioinfo.genopole-toulouse.prd.fr/LeARN,timeout,timeout,BMC_Bioinformatics,2008
www.phylotype.org,timeout,timeout,Bioinformatics,2013
http://www.genetics.wustl.edu/eddy/forester/,redirected,good,BMC_Bioinformatics,2002
http://rice.tigr.org,redirected,good,Nucleic_Acids_Res,2007
http://img.jgi.doe.gov/m,redirected,good,Nucleic_Acids_Res,2014
http://kpv.kazusa.or.jp/kpv4/,good,good,Nucleic_Acids_Res,2011
http://pringlelab.stanford.edu/projects.html,good,good,BMC_Genomics,2012
http://www.jenner.ac.uk/DSD/,broken,broken,BMC_Bioinformatics,2005
http://crdd.osdd.net/raghava/ccpdb/,good,good,Nucleic_Acids_Res,2012
http://www.icsn.cnrs-gif.fr/download/nmr,redirected,good,Bioinformatics,2009
https://github.com/roqe/T2GA,redirected,good,PLoS_Comput_Biol,2017
http://ligin.weizmann.ac.il/space,timeout,timeout,Nucleic_Acids_Res,2005
http://www-huber.embl.de/HTSeq,redirected,good,Bioinformatics,2015
http://www.brightstudy.ac.uk/das_help.html,good,good,BMC_Bioinformatics,2006
http://bioinformatics.org/ebbie/,good,good,BMC_Bioinformatics,2006
http://rapdb.dna.affrc.go.jp/,good,good,Nucleic_Acids_Res,2008
http://diprodb.fli-leibniz.de,redirected,good,Nucleic_Acids_Res,2009
http://www.ogic.ca/p2g,redirected,good,BMC_Bioinformatics,2006
http://simulation-core.sourceforge.net,good,good,BMC_Syst_Biol,2013
http://ctsb.is.wfubmc.edu/projects/rpi-pred,redirected,good,Nucleic_Acids_Res,2015
http://www.cleanex.isb-sib.ch,timeout,timeout,Nucleic_Acids_Res,2009
http://GPMiner.mbc.nctu.edu.tw/,good,good,BMC_Genomics,2012
http://zhanglab.ccmb.med.umich.edu/I-TASSER,redirected,good,Nucleic_Acids_Res,2015
http://www.symbiomatics.org,redirected,good,BMC_Bioinformatics,2007
http://vienna-ptm.univie.ac.at,good,good,Nucleic_Acids_Res,2013
http://www.ncbi.nlm.nih.gov/clinvar/,redirected,good,Nucleic_Acids_Res,2014
http://www.dddc.ac.cn/tarfisdock/,redirected,good,Nucleic_Acids_Res,2006
http://www.sanger.ac.uk/PostGenomics/S_pombe/YOGY/,redirected,good,Nucleic_Acids_Res,2006
www.rpfdb.org,good,good,Nucleic_Acids_Res,2016
http://www.thesgc.org/chromohub/,redirected,good,Bioinformatics,2012
www.informatics.jax.org/expression.shtml,timeout,timeout,Nucleic_Acids_Res,2017
http://clicofs.codoncloud.com,redirected,good,Bioinformatics,2015
http://sites.uclouvain.be/md-ctma/index.php/softwares,redirected,good,Bioinformatics,2013
http://bioinfo.csie.ncu.edu.tw/~rnamst/,timeout,timeout,Nucleic_Acids_Res,2006
http://natto-genome.org/,good,good,BMC_Genomics,2010
http://sourceforge.net/p/cnvoffseq/,redirected,good,Bioinformatics,2014
http://sysbio.rnet.missouri.edu/multicom_toolbox/,good,good,BMC_Bioinformatics,2014
http://pathogenomics.sfu.ca/islandviewer,redirected,good,Nucleic_Acids_Res,2015
http://meredys.sourceforge.net/,redirected,good,BMC_Syst_Biol,2010
http://phenome.cchmc.org,redirected,good,Nucleic_Acids_Res,2010
http://www.bioinformatics.deib.polimi.it/bio-seco/seco/,good,good,BMC_Bioinformatics,2014
http://floresta.eead.csic.es/primers4clades/,good,good,Nucleic_Acids_Res,2009
http://www.sulfolobus.org,timeout,timeout,Nucleic_Acids_Res,2007
http://compbio.charite.de/ExomeWalker,redirected,good,Bioinformatics,2014
http://www.tgen.org/neurogenomics/data,redirected,good,BMC_Genomics,2005
http://cs.washington.edu/homes/dcjones/quip,redirected,good,Nucleic_Acids_Res,2012
http://www.cs.ubc.ca/~hjabbari/software.php,broken,broken,BMC_Bioinformatics,2014
http://www.ebi.ac.uk/thornton-srv/databases/ProFunc,redirected,good,Nucleic_Acids_Res,2005
http://www.sourceforge.net/projects/mdr,redirected,good,Bioinformatics,2010
http://hhsenser.tuebingen.mpg.de/,timeout,timeout,Nucleic_Acids_Res,2006
http://www.bioinfo.no/tools/xhm/,redirected,good,BMC_Bioinformatics,2004
http://neobio.cs.pusan.ac.kr/evog/,good,good,Nucleic_Acids_Res,2009
dwt.unibas.ch,timeout,timeout,PLoS_Comput_Biol,2017
http://www.cs.gmu.edu/~mlbio/LSH-DIV,redirected,good,BMC_Syst_Biol,2013
http://bioinformatics.cau.edu.cn/easygo/,good,good,BMC_Genomics,2007
http://www.aniseed.cnrs.fr,redirected,good,Nucleic_Acids_Res,2016
http://bioinformatics.org.au/deme/,broken,broken,BMC_Bioinformatics,2007
http://www.cazy.org/,good,good,Nucleic_Acids_Res,2009
http://comp-sysbio.org/cstea/,good,good,Nucleic_Acids_Res,2017
http://bioconductor.org/packages/release/bioc/html/FGNet.html,good,good,Bioinformatics,2015
http://compfly.bio.ub.es/CBS,redirected,good,BMC_Genomics,2012
http://www.everest.cs.huji.ac.il/,good,good,Nucleic_Acids_Res,2007
http://go.warwick.ac.uk/systemsbiology/software/,redirected,good,Bioinformatics,2015
http://biosrv1.bmi.ac.cn/rdmas,timeout,timeout,BMC_Bioinformatics,2006
http://compbio.dfci.harvard.edu/genesigdb,redirected,good,Nucleic_Acids_Res,2010
http://tinyurl.com/snpexp,redirected,good,BMC_Bioinformatics,2010
http://togows.dbcls.jp/,good,good,Nucleic_Acids_Res,2010
http://graphiteweb.bio.unipd.it/,redirected,good,Nucleic_Acids_Res,2013
http://bio.ifom-ieo-campus.it/ncg,redirected,good,Nucleic_Acids_Res,2012
http://www.sorfs.org,good,good,Nucleic_Acids_Res,2016
http://research.ncl.ac.uk/synthetic_biology/downloads.html,good,good,Bioinformatics,2011
www.ensembl.org,timeout,timeout,Nucleic_Acids_Res,2017
http://crdd.osdd.net/raghava/ahtpdb/,good,good,Nucleic_Acids_Res,2015
http://phylo.cse.sc.edu,redirected,good,BMC_Genomics,2008
http://evol.nhri.org.tw/MamPhEA/,good,good,Bioinformatics,2010
http://rna.iab.keio.ac.jp/,good,good,BMC_Genomics,2011
http://www.bitbucket.org/rfs/alvis,redirected,good,Nucleic_Acids_Res,2016
http://plantrna.ibmp.cnrs.fr/,good,good,Nucleic_Acids_Res,2013
http://www.freescience.org/cs/DENSE/,good,good,BMC_Syst_Biol,2011
http://ieg2.ou.edu/MENA,redirected,good,BMC_Bioinformatics,2012
http://www.violinet.org,good,good,Nucleic_Acids_Res,2008
http://tfam.lcb.uu.se,timeout,timeout,Nucleic_Acids_Res,2007
http://sourceforge.net/projects/noisemaker,redirected,good,Bioinformatics,2010
http://www.elegansvariation.org,redirected,good,Nucleic_Acids_Res,2017
http://magi.ucsd.edu,timeout,timeout,Bioinformatics,2014
http://bioserv.rpbs.univ-paris-diderot.fr/LigCSRre.html,broken,broken,BMC_Bioinformatics,2009
http://www.abl.ku.edu/ProA/,redirected,good,BMC_Bioinformatics,2013
http://tstag.molgen.mpg.de,timeout,timeout,Nucleic_Acids_Res,2005
http://weget.cmbi.umcn.nl,good,good,Nucleic_Acids_Res,2016
http://aiia.iis.sinica.edu.tw/biocreative2.htm,timeout,timeout,Bioinformatics,2008
http://www.abrowse.org/,good,good,BMC_Bioinformatics,2012
http://sourceforge.net/projects/pybioimage/,redirected,good,BMC_Bioinformatics,2013
http://cran.r-project.org/web/packages/timma/,good,good,Bioinformatics,2015
http://cansar.icr.ac.uk,good,good,Nucleic_Acids_Res,2014
http://www.microbio.me/boulderale,redirected,good,Bioinformatics,2011
http://zhangroup.aporc.org/bioinfo/PSN/,good,good,BMC_Bioinformatics,2007
http://www.microrna.gr/mirgen,redirected,good,Nucleic_Acids_Res,2016
http://www-cryst.bioc.cam.ac.uk/ulla,redirected,good,Bioinformatics,2009
http://qtlstore.versailles.inra.fr/,good,good,BMC_Genomics,2012
http://infernal.janelia.org,good,good,Bioinformatics,2009
http://biohealth.snu.ac.kr/software/TimeTP/,good,good,Bioinformatics,2016
http://pepx.switchlab.org,good,good,Nucleic_Acids_Res,2010
https://github.com/blachlylab/mucor,redirected,good,Bioinformatics,2016
ftp://ftpmips.gsf.de/plants/apollo_webservice,timeout,timeout,BMC_Bioinformatics,2007
http://bioinformatics.bc.edu/clotelab/BTW/,good,good,Nucleic_Acids_Res,2006
http://www.lgm.upmc.fr/CCDMintseris/,good,good,PLoS_Comput_Biol,2013
http://mathbio.nimr.mrc.ac.uk/wiki/GSATools,timeout,timeout,Bioinformatics,2013
http://rnatips.org,good,good,Nucleic_Acids_Res,2013
https://github.com/abehr/pong,redirected,good,Bioinformatics,2016
http://bioinfo.loria.fr/projects/acgr/acgr-software/,broken,broken,Bioinformatics,2009
http://ocri-genomics.org/bolbase,redirected,good,BMC_Genomics,2013
http://www.ncbi.nlm.nih.gov/Structure/ibis/ibis.html,redirected,good,Nucleic_Acids_Res,2010
http://pathact.babelomics.org,good,good,Nucleic_Acids_Res,2016
https://online.phyloviz.net,redirected,good,Nucleic_Acids_Res,2016
http://bioinfo.au.tsinghua.edu.cn/jianglab/pgfusion,timeout,timeout,BMC_Genomics,2015
http://www.christianbenner.com,good,good,Bioinformatics,2016
https://code.google.com/p/seqtu/,broken,broken,Nucleic_Acids_Res,2015
http://genomes.urv.cat/pwneigh,redirected,good,BMC_Genomics,2009
http://konulab.fen.bilkent.edu.tr/mirna/,good,good,Nucleic_Acids_Res,2011
http://idtarget.rcas.sinica.edu.tw,good,good,Nucleic_Acids_Res,2012
http://woldlab.caltech.edu/compClust/,broken,broken,Nucleic_Acids_Res,2005
http://pfweb.chem.neu.edu/thematics/submit.html,timeout,timeout,BMC_Bioinformatics,2007
http://digbio.missouri.edu/ComPhy,good,good,BMC_Bioinformatics,2009
https://bitbucket.org/dkessner/forqs,redirected,good,Bioinformatics,2014
http://siDirect2.RNAi.jp/,good,good,BMC_Bioinformatics,2009
http://statgenpro.psychiatry.hku.hk/kggseq,redirected,good,Nucleic_Acids_Res,2012
http://tools.immuneepitope.org/tools/ElliPro,broken,broken,BMC_Bioinformatics,2008
m2c.systemsbiology.net,good,good,PLoS_Comput_Biol,2017
http://rulai.cshl.edu/rmap/,good,good,BMC_Bioinformatics,2008
http://www2.umdnj.edu/lilabweb/publications/AccuTyping.html,broken,broken,Nucleic_Acids_Res,2006
http://www.stats.ox.ac.uk/research/genome/software/frnakenstein,broken,broken,BMC_Bioinformatics,2012
http://github.com/adarob/express-d,redirected,good,BMC_Bioinformatics,2013
http://sysbio.rnet.missouri.edu/multicom_cluster/human/,good,good,Bioinformatics,2015
http://www.enzim.hu/PDB_TM,broken,broken,Nucleic_Acids_Res,2005
http://bioinfo.cs.technion.ac.il/drim,redirected,good,PLoS_Comput_Biol,2007
http://www.ncbi.nlm.nih.gov/clone/,redirected,good,Nucleic_Acids_Res,2013
http://prise.cs.iastate.edu/,redirected,good,BMC_Bioinformatics,2012
www.wzw.tum.de/proteomik/lactis,timeout,timeout,Nucleic_Acids_Res,2005
http://3DSim.bioinfo.cnio.es/,good,good,BMC_Bioinformatics,2009
https://github.com/edoughty/deepdive_genegene_app,redirected,good,Bioinformatics,2016
http://bumble.hgc.jp/,good,good,Bioinformatics,2010
http://variant.bioinfo.cipf.es,good,good,Nucleic_Acids_Res,2012
https://github.com/ymatts/phyC,redirected,good,PLoS_Comput_Biol,2017
http://www.nii.ac.in/sbspks2.html,good,good,Nucleic_Acids_Res,2017
http://www.evolvingcode.net/codon/sgdb/index.php,broken,broken,Nucleic_Acids_Res,2007
http://mfrlab.org/interrna/,redirected,good,Nucleic_Acids_Res,2016
http://www.protein-nmr.org/,good,good,Bioinformatics,2011
http://deepbase.sysu.edu.cn/,timeout,timeout,Nucleic_Acids_Res,2010
www.gatsby.ucl.ac.uk/~rbas,timeout,timeout,Bioinformatics,2011
http://wsbc.warwick.ac.uk/wsbcToolsWebpage/,redirected,good,Bioinformatics,2013
http://folk.uio.no/junbaiw/BayesPI2Plus,redirected,good,BMC_Genomics,2015
http://www.repexplore.tk,good,good,Bioinformatics,2015
http://fathmm.biocompute.org.uk,good,good,Bioinformatics,2015
http://www.lcqb.upmc.fr/CLADE,redirected,good,PLoS_Comput_Biol,2016
http://gview.ca,redirected,good,Bioinformatics,2010
http://www.naaan.org/anvo/Software/Software.htm,broken,broken,Bioinformatics,2010
